52,559720277786255,13,287776112556458
52,558996081352234,13,286290168762207
52,55827188491821,13,284804224967957
52,55754768848419,13,283323645591736
52,55682349205017,13,281837701797485
52,55609929561615,13,280351758003235
52,55538046360016,13,278871178627014
52,55465626716614,13,277385234832764
52,55393207073212,13,275899291038513
52,553207874298096,13,274418711662292
52,552483677864075,13,272932767868042
52,551759481430054,13,271452188491821
52,55103528499603,13,26996624469757
52,55031108856201,13,26848030090332
52,54958689212799,13,2669997215271
52,54886269569397,13,26551377773285
52,54813849925995,13,264033198356628
52,54741966724396,13,262547254562378
52,54669547080994,13,261066675186157
52,545971274375916,13,259580731391907
52,545247077941895,13,258094787597656
52,54452288150787,13,256614208221436
52,54379868507385,13,255128264427185
52,54307448863983,13,253647685050964
52,54235029220581,13,252161741256714
52,54162609577179,13,250681161880493
52,54090189933777,13,249200582504272
52,54017770290375,13,247714638710022
52,53945350646973,13,246234059333801
52,538729310035706,13,24474811553955
52,538005113601685,13,24326753616333
52,537280917167664,13,24178159236908
52,53655672073364,13,240301012992859
52,53583252429962,13,238815069198608
52,5351083278656,13,237334489822388
52,53438413143158,13,235853910446167
52,53365993499756,13,234367966651917
52,53293573856354,13,232887387275696
52,53221154212952,13,231406807899475
52,531487345695496,13,229920864105225
52,530763149261475,13,228440284729004
52,530038952827454,13,226954340934753
52,52931475639343,13,225473761558533
52,52859055995941,13,223993182182312
52,52786636352539,13,222507238388062
52,52714216709137,13,22102665901184
52,52641797065735,13,21954607963562
52,52569377422333,13,2180655002594
52,52496957778931,13,216579556465149
52,524245381355286,13,215098977088928
52,523521184921265,13,213618397712708
52,522796988487244,13,212137818336487
52,52207279205322,13,210651874542236
52,5213485956192,13,209171295166016
52,52062439918518,13,207690715789795
52,51990020275116,13,206210136413574
52,51917600631714,13,204724192619324
52,51845180988312,13,203243613243103
52,5177276134491,13,201763033866882
52,516998052597046,13,200282454490662
52,516273856163025,13,198801875114441
52,515549659729004,13,19732129573822
52,51482546329498,13,19583535194397
52,51410126686096,13,194354772567749
52,51337707042694,13,192874193191528
52,51265287399292,13,191393613815308
52,5119286775589,13,189913034439087
52,51120448112488,13,188432455062866
52,51048028469086,13,186951875686646
52,509756088256836,13,185471296310425
52,509026527404785,13,183990716934204
52,508302330970764,13,182510137557983
52,50757813453674,13,181024193763733
52,50685393810272,13,179543614387512
52,5061297416687,13,178063035011292
52,50540554523468,13,17658245563507
52,50468134880066,13,17510187625885
52,50395715236664,13,17362129688263
52,50322759151459,13,172140717506409
52,502503395080566,13,170660138130188
52,501779198646545,13,169179558753967
52,501055002212524,13,167698979377747
52,5003308057785,13,166218400001526
52,49960660934448,13,164737820625305
52,49888241291046,13,163257241249084
52,49815285205841,13,161782026290894
52,49742865562439,13,160301446914673
52,49670445919037,13,158820867538452
52,49598026275635,13,157340288162231
52,49525606632233,13,15585970878601
52,494531869888306,13,15437912940979
52,493802309036255,13,15289855003357
52,493078112602234,13,151417970657349
52,49235391616821,13,149937391281128
52,49162971973419,13,148462176322937
52,49090552330017,13,146981596946716
52,49017596244812,13,145501017570496
52,4894517660141,13,144020438194275
52,48872756958008,13,142539858818054
52,48800337314606,13,141059279441833
52,487279176712036,13,139584064483643
52,486549615859985,13,138103485107422
52,485825419425964,13,136622905731201
52,48510122299194,13,13514232635498
52,48437702655792,13,13366174697876
52,48364746570587,13,132186532020569
52,48292326927185,13,130705952644348
52,48219907283783,13,129225373268127
52,48147487640381,13,127744793891907
52,48074531555176,13,126269578933716
52,48002111911774,13,124788999557495
52,479296922683716,13,123308420181274
52,478572726249695,13,121833205223083
52,477843165397644,13,120352625846863
52,47711896896362,13,118872046470642
52,4763947725296,13,117396831512451
52,47567057609558,13,11591625213623
52,47494101524353,13,11443567276001
52,47421681880951,13,112960457801819
52,47349262237549,13,111479878425598
52,47276842594147,13,109999299049377
52,47203886508942,13,108524084091187
52,471314668655396,13,107043504714966
52,470590472221375,13,105568289756775
52,469860911369324,13,104087710380554
52,4691367149353,13,102607131004333
52,46841251850128,13,101131916046143
52,46768832206726,13,099651336669922
52,46695876121521,13,098176121711731
52,46623456478119,13,09669554233551
52,46551036834717,13,09522032737732
52,46478080749512,13,093739748001099
52,464056611061096,13,092264533042908
52,463332414627075,13,090783953666687
52,462602853775024,13,089308738708496
52,461878657341,13,087828159332275
52,46115446090698,13,086352944374084
52,46042490005493,13,084872364997864
52,45970070362091,13,083397150039673
52,45897650718689,13,081916570663452
52,45824694633484,13,080441355705261
52,45752274990082,13,07896077632904
52,4567985534668,13,07748556137085
52,456068992614746,13,076010346412659
52,455344796180725,13,074529767036438
52,454615235328674,13,073054552078247
52,45389103889465,13,071573972702026
52,45316684246063,13,070098757743835
52,45243728160858,13,068623542785645
52,45171308517456,13,067142963409424
52,45098888874054,13,065667748451233
52,45025932788849,13,064192533493042
52,44953513145447,13,062711954116821
52,44880557060242,13,06123673915863
52,448081374168396,13,05976152420044
52,447357177734375,13,058280944824219
52,446627616882324,13,056805729866028
52,4459034204483,13,055330514907837
52,44517385959625,13,053855299949646
52,44444966316223,13,052374720573425
52,44372010231018,13,050899505615234
52,44299590587616,13,049424290657043
52,44227170944214,13,047949075698853
52,44154214859009,13,046468496322632
52,44081795215607,13,044993281364441
52,440088391304016,13,04351806640625
52,439364194869995,13,042042851448059
52,438634634017944,13,040567636489868
52,43791043758392,13,039087057113647
52,4371862411499,13,037611842155457
52,43645668029785,13,036136627197266
52,43573248386383,13,034661412239075
52,43500292301178,13,033186197280884
52,43427872657776,13,031710982322693
52,43354916572571,13,030230402946472
52,43282496929169,13,028755187988281
52,432095408439636,13,02727997303009
52,431371212005615,13,0258047580719
52,430641651153564,13,024329543113708
52,42991745471954,13,022854328155518
52,42918789386749,13,021379113197327
52,42846369743347,13,019903898239136
52,42773413658142,13,018428683280945
52,4270099401474,13,016953468322754
52,42628037929535,13,015478253364563
52,42555618286133,13,014003038406372
52,42482662200928,13,012527823448181
52,424102425575256,13,01105260848999
52,423372864723206,13,0095773935318
52,422648668289185,13,008102178573608
52,421919107437134,13,006626963615417
52,42119491100311,13,005151748657227
52,42046535015106,13,003676533699036
52,41974115371704,13,002201318740845
52,41901159286499,13,000726103782654
52,41828739643097,12,999250888824463
52,41755783557892,12,997775673866272
52,4168336391449,12,996300458908081
52,41610407829285,12,99482524394989
52,415374517440796,12,9933500289917
52,414650321006775,12,991874814033508
52,413920760154724,12,990399599075317
52,4131965637207,12,988924384117126
52,41246700286865,12,987454533576965
52,41174280643463,12,985979318618774
52,41101324558258,12,984504103660583
52,41028904914856,12,983028888702393
52,40955948829651,12,981553673744202
52,40882992744446,12,98007845878601
52,40810573101044,12,97860860824585
52,407376170158386,12,977133393287659
52,406651973724365,12,975658178329468
52,405922412872314,12,974182963371277
52,405192852020264,12,972707748413086
52,40446865558624,12,971237897872925
52,40373909473419,12,969762682914734
52,40301489830017,12,968287467956543
52,40228533744812,12,966812252998352
52,40155577659607,12,965342402458191
52,40083158016205,12,9638671875
52,40010201931,12,962391972541809
52,39937245845795,12,960922122001648
52,398648262023926,12,959446907043457
52,397918701171875,12,957971692085266
52,397194504737854,12,956496477127075
52,3964649438858,12,955026626586914
52,39573538303375,12,953551411628723
52,39501118659973,12,952076196670532
52,39428162574768,12,950606346130371
52,39355206489563,12,94913113117218
52,39282786846161,12,947661280632019
52,39209830760956,12,946186065673828
52,39136874675751,12,944710850715637
52,390644550323486,12,943241000175476
52,389914989471436,12,941765785217285
52,389185428619385,12,940295934677124
52,388461232185364,12,938820719718933
52,38773167133331,12,937350869178772
52,38700211048126,12,935875654220581
52,38627791404724,12,93440043926239
52,38554835319519,12,932930588722229
52,38481879234314,12,931455373764038
52,38408923149109,12,929985523223877
52,38336503505707,12,928510308265686
52,38263547420502,12,927040457725525
52,381905913352966,12,925565242767334
52,381181716918945,12,924095392227173
52,380452156066895,12,922620177268982
52,379722595214844,12,92115032672882
52,37899303436279,12,91968047618866
52,37826883792877,12,918205261230469
52,37753927707672,12,916735410690308
52,37680971622467,12,915260195732117
52,37608551979065,12,913790345191956
52,3753559589386,12,912315130233765
52,37462639808655,12,910845279693604
52,3738968372345,12,909375429153442
52,373172640800476,12,907900214195251
52,372443079948425,12,90643036365509
52,371713519096375,12,9049551486969
52,370983958244324,12,903485298156738
52,3702597618103,12,902015447616577
52,36953020095825,12,900540232658386
52,3688006401062,12,899070382118225
52,36807107925415,12,897600531578064
52,3673415184021,12,896130681037903
52,36661732196808,12,894655466079712
52,36588776111603,12,89318561553955
52,36515820026398,12,89171576499939
52,364428639411926,12,890240550041199
52,363699078559875,12,888770699501038
52,362974882125854,12,887300848960876
52,362245321273804,12,885830998420715
52,36151576042175,12,884355783462524
52,3607861995697,12,882885932922363
52,36005663871765,12,881416082382202
52,35933244228363,12,879946231842041
52,35860288143158,12,87847638130188
52,35787332057953,12,877001166343689
52,35714375972748,12,875531315803528
52,35641419887543,12,874061465263367
52,355690002441406,12,872591614723206
52,354960441589355,12,871121764183044
52,354230880737305,12,869651913642883
52,353501319885254,12,868176698684692
52,3527717590332,12,866706848144531
52,35204219818115,12,86523699760437
52,3513126373291,12,863767147064209
52,35058844089508,12,862297296524048
52,34985888004303,12,860827445983887
52,34912931919098,12,859357595443726
52,34839975833893,12,857887744903564
52,34767019748688,12,856417894363403
52,34694063663483,12,854948043823242
52,346211075782776,12,853478193283081
52,345486879348755,12,85200834274292
52,344757318496704,12,850538492202759
52,34402775764465,12,849068641662598
52,3432981967926,12,847598791122437
52,34256863594055,12,846128940582275
52,3418390750885,12,844659090042114
52,34110951423645,12,843189239501953
52,3403799533844,12,841719388961792
52,33965039253235,12,84024953842163
52,3389208316803,12,83877968788147
52,33819663524628,12,837309837341309
52,337467074394226,12,835839986801147
52,336737513542175,12,834370136260986
52,336007952690125,12,832900285720825
52,335278391838074,12,831430435180664
52,33454883098602,12,829960584640503
52,33381927013397,12,828490734100342
52,33308970928192,12,82702088356018
52,33236014842987,12,82555103302002
52,33163058757782,12,824086546897888
52,33090102672577,12,822616696357727
52,33017146587372,12,821146845817566
52,32944190502167,12,819676995277405
52,32871234416962,12,818207144737244
52,327982783317566,12,816737294197083
52,327253222465515,12,815272808074951
52,326523661613464,12,81380295753479
52,325794100761414,12,812333106994629
52,32506453990936,12,810863256454468
52,32434034347534,12,809398770332336
52,32361078262329,12,807928919792175
52,32288122177124,12,806459069252014
52,32215166091919,12,804989218711853
52,32142210006714,12,803524732589722
52,32069253921509,12,80205488204956
52,31996297836304,12,8005850315094
52,319233417510986,12,799115180969238
52,318503856658936,12,797650694847107
52,317774295806885,12,796180844306946
52,317044734954834,12,794710993766785
52,31631517410278,12,793246507644653
52,31558561325073,12,791776657104492
52,31485068798065,12,790306806564331
52,3141211271286,12,7888423204422
52,31339156627655,12,787372469902039
52,3126620054245,12,785902619361877
52,31193244457245,12,784438133239746
52,3112028837204,12,782968282699585
52,31047332286835,12,781503796577454
52,309743762016296,12,780033946037292
52,309014201164246,12,778564095497131
52,308284640312195,12,777099609375
52,307555079460144,12,775629758834839
52,30682551860809,12,774165272712708
52,30609595775604,12,772695422172546
52,30536639690399,12,771230936050415
52,30463683605194,12,769761085510254
52,30390727519989,12,768296599388123
52,30317771434784,12,766826748847961
52,30244815349579,12,76536226272583
52,30171322822571,12,763892412185669
52,30098366737366,12,762427926063538
52,300254106521606,12,760958075523376
52,299524545669556,12,759493589401245
52,298794984817505,12,758023738861084
52,298065423965454,12,756559252738953
52,2973358631134,12,755089402198792
52,29660630226135,12,75362491607666
52,2958767414093,12,752155065536499
52,29514718055725,12,750690579414368
52,29441225528717,12,749226093292236
52,29368269443512,12,747756242752075
52,29295313358307,12,746291756629944
52,29222357273102,12,744821906089783
52,29149401187897,12,743357419967651
52,29076445102692,12,74189293384552
52,290034890174866,12,740423083305359
52,289305329322815,12,738958597183228
52,288570404052734,12,737494111061096
52,287840843200684,12,736024260520935
52,28711128234863,12,734559774398804
52,28638172149658,12,733095288276672
52,28565216064453,12,731625437736511
52,28492259979248,12,73016095161438
52,2841876745224,12,728696465492249
52,28345811367035,12,727231979370117
52,2827285528183,12,725762128829956
52,28199899196625,12,724297642707825
52,2812694311142,12,722833156585693
52,280539870262146,12,721368670463562
52,279804944992065,12,7198988199234
52,279075384140015,12,71843433380127
52,278345823287964,12,716969847679138
52,27761626243591,12,715505361557007
52,27688670158386,12,714040875434875
52,27615177631378,12,712571024894714
52,27542221546173,12,711106538772583
52,27469265460968,12,709642052650452
52,27396309375763,12,70817756652832
52,27323353290558,12,706713080406189
52,2724986076355,12,705248594284058
52,27176904678345,12,703784108161926
52,2710394859314,12,702314257621765
52,270309925079346,12,700849771499634
52,269574999809265,12,699385285377502
